t # 1
v 72559 0
v 72560 1
v 72561 107
v 72562 2
v 72563 108
v 72564 5
v 72565 5
v 72566 195
v 72567 7
v 72568 8
v 72569 921
v 72570 57
v 72571 4820
v 72572 13
v 72573 14
v 72574 72
v 72575 73
v 72576 17
v 72577 4821
v 72578 19
v 72579 20
v 72580 165
v 72581 160
v 72582 213
v 72583 8
v 72584 249
v 72585 24
v 72586 128
v 72587 25
v 72588 129
v 72589 47
v 72590 64
v 72591 48
v 72592 758
v 72593 28
v 72594 49
v 72595 49
v 72596 250
v 72597 403
v 72598 256
v 72599 347
v 72600 4762
v 72601 0
v 72602 1
v 72603 107
v 72604 3
v 72605 5
v 72606 5
v 72607 195
v 72608 37
v 72609 7
v 72610 8
v 72611 9
v 72612 4532
v 72613 57
v 72614 439
v 72615 13
v 72616 59
v 72617 14
v 72618 60
v 72619 308
v 72620 16
v 72621 4822
v 72622 19
v 72623 20
v 72624 439
v 72625 437
v 72626 3879
v 72627 4266
v 72628 43
v 72629 5
v 72630 5
v 72631 8
v 72632 63
v 72633 1217
v 72634 113
v 72635 5
v 72636 25
v 72637 64
v 72638 48
v 72639 28
v 72640 167
v 72641 167
v 72642 30
v 72643 65
v 72644 479
v 72645 292
v 72646 4823
v 72647 4762
v 72648 0
v 72649 1
v 72650 107
v 72651 134
v 72652 5
v 72653 5
v 72654 195
v 72655 6
v 72656 7
v 72657 8
v 72658 9
v 72659 57
v 72660 4824
v 72661 13
v 72662 14
v 72663 60
v 72664 73
v 72665 4825
v 72666 19
v 72667 76
v 72668 4826
v 72669 1632
v 72670 4664
v 72671 43
v 72672 8
v 72673 63
v 72674 1217
v 72675 24
v 72676 292
v 72677 25
v 72678 64
v 72679 48
v 72680 1897
v 72681 105
v 72682 105
v 72683 1818
v 72684 371
v 72685 371
v 72686 4827
v 72687 4762
v 72688 0
v 72689 1
v 72690 107
v 72691 134
v 72692 108
v 72693 194
v 72694 5
v 72695 38
v 72696 6
v 72697 438
v 72698 7
v 72699 56
v 72700 8
v 72701 9
v 72702 296
v 72703 4828
v 72704 13
v 72705 14
v 72706 4829
v 72707 73
v 72708 17
v 72709 4830
v 72710 19
v 72711 76
v 72712 4828
v 72713 151
v 72714 4589
v 72715 43
v 72716 8
v 72717 63
v 72718 1217
v 72719 24
v 72720 5
v 72721 25
v 72722 48
v 72723 28
v 72724 292
v 72725 366
v 72726 30
v 72727 203
v 72728 184
v 72729 4831
v 72730 4762
v 72731 0
v 72732 1
v 72733 107
v 72734 5
v 72735 5
v 72736 38
v 72737 68
v 72738 7
v 72739 8
v 72740 9
v 72741 4532
v 72742 70
v 72743 4095
v 72744 13
v 72745 14
v 72746 72
v 72747 16
v 72748 4832
v 72749 19
v 72750 20
v 72751 4095
v 72752 42
v 72753 3839
v 72754 22
v 72755 8
v 72756 23
v 72757 1217
v 72758 113
v 72759 5
v 72760 25
v 72761 64
v 72762 48
v 72763 28
v 72764 184
v 72765 184
v 72766 30
v 72767 522
v 72768 522
v 72769 4716
v 72770 0
v 72771 1
v 72772 3
v 72773 2
v 72774 5
v 72775 5
v 72776 195
v 72777 6
v 72778 55
v 72779 7
v 72780 829
v 72781 8
v 72782 9
v 72783 70
v 72784 4833
v 72785 13
v 72786 14
v 72787 72
v 72788 4834
v 72789 19
v 72790 20
v 72791 4833
v 72792 267
v 72793 3856
v 72794 22
v 72795 8
v 72796 23
v 72797 1217
v 72798 44
v 72799 25
v 72800 47
v 72801 48
v 72802 28
v 72803 65
v 72804 444
v 72805 3059
v 72806 4247
v 72807 4762
v 72808 0
v 72809 1
v 72810 107
v 72811 134
v 72812 724
v 72813 104
v 72814 104
v 72815 6
v 72816 38
v 72817 7
v 72818 56
v 72819 8
v 72820 9
v 72821 70
v 72822 58
v 72823 13
v 72824 14
v 72825 3858
v 72826 16
v 72827 4835
v 72828 19
v 72829 20
v 72830 58
v 72831 62
v 72832 3856
v 72833 22
v 72834 8
v 72835 23
v 72836 1217
v 72837 44
v 72838 25
v 72839 48
v 72840 28
v 72841 225
v 72842 225
v 72843 65
v 72844 152
v 72845 45
v 72846 4836
v 72847 0
v 72848 1
v 72849 107
v 72850 134
v 72851 5
v 72852 5
v 72853 69
v 72854 136
v 72855 8
v 72856 9
v 72857 70
v 72858 2987
v 72859 13
v 72860 14
v 72861 73
v 72862 4837
v 72863 19
v 72864 20
v 72865 2987
v 72866 42
v 72867 3935
v 72868 43
v 72869 8
v 72870 23
v 72871 1217
v 72872 24
v 72873 5
v 72874 25
v 72875 64
v 72876 48
v 72877 28
v 72878 65
v 72879 832
v 72880 49
v 72881 4838
v 72882 4762
v 72883 0
v 72884 1
v 72885 107
v 72886 164
v 72887 108
v 72888 105
v 72889 5
v 72890 6
v 72891 118
v 72892 7
v 72893 8
v 72894 9
v 72895 57
v 72896 2318
v 72897 13
v 72898 14
v 72899 245
v 72900 73
v 72901 17
v 72902 4839
v 72903 19
v 72904 20
v 72905 2318
v 72906 358
v 72907 3994
v 72908 248
v 72909 8
v 72910 249
v 72911 1921
v 72912 44
v 72913 25
v 72914 47
v 72915 48
v 72916 28
v 72917 161
v 72918 161
v 72919 65
v 72920 145
v 72921 419
v 72922 4840
v 72923 4762
v 72924 0
v 72925 1
v 72926 107
v 72927 54
v 72928 5
v 72929 5
v 72930 289
v 72931 7
v 72932 8
v 72933 9
v 72934 57
v 72935 4841
v 72936 13
v 72937 59
v 72938 14
v 72939 15
v 72940 73
v 72941 17
v 72942 4842
v 72943 19
v 72944 76
v 72945 4841
v 72946 140
v 72947 3839
v 72948 213
v 72949 8
v 72950 249
v 72951 1921
v 72952 44
v 72953 25
v 72954 26
v 72955 48
v 72956 28
v 72957 184
v 72958 184
v 72959 65
v 72960 145
v 72961 419
v 72962 1145
v 72963 4762
v 72964 0
v 72965 1
v 72966 107
v 72967 164
v 72968 5
v 72969 5
v 72970 6
v 72971 38
v 72972 7
v 72973 8
v 72974 9
v 72975 57
v 72976 4843
v 72977 4844
v 72978 13
v 72979 59
v 72980 14
v 72981 601
v 72982 16
v 72983 17
v 72984 4845
v 72985 19
v 72986 20
v 72987 4844
v 72988 335
v 72989 43
v 72990 8
v 72991 63
v 72992 1217
v 72993 24
v 72994 5
v 72995 25
v 72996 47
v 72997 48
v 72998 28
v 72999 49
v 73000 49
v 73001 65
v 73002 161
v 73003 161
v 73004 3763
v 73005 4762
v 73006 0
v 73007 1
v 73008 107
v 73009 36
v 73010 386
v 73011 386
v 73012 38
v 73013 202
v 73014 7
v 73015 8
v 73016 9
v 73017 11
v 73018 4846
v 73019 4847
v 73020 13
v 73021 300
v 73022 14
v 73023 4848
v 73024 16
v 73025 4849
v 73026 19
v 73027 20
v 73028 4846
v 73029 358
v 73030 3839
v 73031 43
v 73032 8
v 73033 63
v 73034 1217
v 73035 24
v 73036 832
v 73037 2396
v 73038 25
v 73039 47
v 73040 48
v 73041 28
v 73042 225
v 73043 225
v 73044 65
v 73045 31
v 73046 184
v 73047 444
v 73048 4762
v 73049 0
v 73050 1
v 73051 107
v 73052 5
v 73053 5
v 73054 148
v 73055 6
v 73056 289
v 73057 118
v 73058 7
v 73059 8
v 73060 9
v 73061 57
v 73062 1714
v 73063 13
v 73064 59
v 73065 84
v 73066 72
v 73067 86
v 73068 4850
v 73069 75
v 73070 76
v 73071 1714
v 73072 310
v 73073 3839
v 73074 126
v 73075 8
v 73076 63
v 73077 1217
v 73078 113
v 73079 5
v 73080 25
v 73081 26
v 73082 48
v 73083 28
v 73084 4851
v 73085 4851
v 73086 30
v 73087 145
v 73088 956
v 73089 4852
v 73090 4762
v 73091 0
v 73092 1
v 73093 107
v 73094 671
v 73095 108
v 73096 347
v 73097 347
v 73098 195
v 73099 38
v 73100 7
v 73101 8
v 73102 9
v 73103 11
v 73104 4853
v 73105 13
v 73106 14
v 73107 155
v 73108 73
v 73109 4854
v 73110 19
v 73111 20
v 73112 4853
v 73113 1216
v 73114 3839
v 73115 22
v 73116 8
v 73117 1328
v 73118 1217
v 73119 44
v 73120 49
v 73121 25
v 73122 26
v 73123 48
v 73124 28
v 73125 30
v 73126 632
v 73127 4855
v 73128 4762
v 73129 0
v 73130 1
v 73131 80
v 73132 107
v 73133 5
v 73134 5
v 73135 195
v 73136 148
v 73137 6
v 73138 7
v 73139 8
v 73140 9
v 73141 57
v 73142 4856
v 73143 13
v 73144 14
v 73145 101
v 73146 16
v 73147 4857
v 73148 19
v 73149 20
v 73150 4856
v 73151 140
v 73152 4858
v 73153 5
v 73154 5
v 73155 8
v 73156 63
v 73157 1217
v 73158 24
v 73159 5
v 73160 25
v 73161 47
v 73162 48
v 73163 28
v 73164 184
v 73165 649
v 73166 65
v 73167 49
v 73168 167
v 73169 3643
v 73170 269
v 73171 4836
v 73172 0
v 73173 1
v 73174 107
v 73175 108
v 73176 105
v 73177 5
v 73178 6
v 73179 227
v 73180 4859
v 73181 7
v 73182 8
v 73183 9
v 73184 4532
v 73185 57
v 73186 4860
v 73187 13
v 73188 14
v 73189 101
v 73190 86
v 73191 4861
v 73192 19
v 73193 76
v 73194 4860
v 73195 103
v 73196 3839
v 73197 43
v 73198 8
v 73199 63
v 73200 1217
v 73201 44
v 73202 25
v 73203 319
v 73204 48
v 73205 28
v 73206 292
v 73207 292
v 73208 30
v 73209 320
v 73210 105
v 73211 82
v 73212 4762
v 73213 0
v 73214 1
v 73215 107
v 73216 108
v 73217 105
v 73218 105
v 73219 195
v 73220 55
v 73221 7
v 73222 8
v 73223 9
v 73224 57
v 73225 2352
v 73226 13
v 73227 14
v 73228 122
v 73229 16
v 73230 4862
v 73231 19
v 73232 20
v 73233 2352
v 73234 140
v 73235 4863
v 73236 22
v 73237 5
v 73238 5
v 73239 8
v 73240 63
v 73241 1217
v 73242 24
v 73243 25
v 73244 64
v 73245 48
v 73246 28
v 73247 30
v 73248 2921
v 73249 843
v 73250 4864
v 73251 4762
v 73252 0
v 73253 1
v 73254 80
v 73255 3
v 73256 5
v 73257 5
v 73258 195
v 73259 6
v 73260 7
v 73261 8
v 73262 9
v 73263 57
v 73264 4865
v 73265 13
v 73266 14
v 73267 72
v 73268 16
v 73269 4866
v 73270 19
v 73271 20
v 73272 4865
v 73273 125
v 73274 4867
v 73275 22
v 73276 8
v 73277 23
v 73278 1217
v 73279 44
v 73280 5
v 73281 25
v 73282 26
v 73283 48
v 73284 28
v 73285 184
v 73286 184
v 73287 30
v 73288 919
v 73289 269
v 73290 82
v 73291 4762
v 73292 0
v 73293 1
v 73294 80
v 73295 3
v 73296 81
v 73297 5
v 73298 5
v 73299 7
v 73300 8
v 73301 51
v 73302 9
v 73303 57
v 73304 1393
v 73305 13
v 73306 14
v 73307 15
v 73308 122
v 73309 86
v 73310 17
v 73311 4868
v 73312 19
v 73313 76
v 73314 1393
v 73315 42
v 73316 3839
v 73317 3941
v 73318 22
v 73319 248
v 73320 51
v 73321 214
v 73322 1217
v 73323 1921
v 73324 44
v 73325 5
v 73326 25
v 73327 26
v 73328 48
v 73329 28
v 73330 30
v 73331 510
v 73332 4836
v 73333 0
v 73334 1
v 73335 107
v 73336 5
v 73337 5
v 73338 289
v 73339 7
v 73340 8
v 73341 9
v 73342 616
v 73343 57
v 73344 1552
v 73345 13
v 73346 14
v 73347 72
v 73348 16
v 73349 4869
v 73350 19
v 73351 76
v 73352 1552
v 73353 304
v 73354 3871
v 73355 22
v 73356 8
v 73357 23
v 73358 1217
v 73359 44
v 73360 5
v 73361 25
v 73362 64
v 73363 48
v 73364 28
v 73365 184
v 73366 184
v 73367 65
v 73368 1013
v 73369 5
v 73370 4870
v 73371 4836
v 73372 0
v 73373 1
v 73374 107
v 73375 348
v 73376 4
v 73377 31
v 73378 5
v 73379 38
v 73380 7
v 73381 8
v 73382 9
v 73383 11
v 73384 4871
v 73385 13
v 73386 59
v 73387 14
v 73388 101
v 73389 16
v 73390 4872
v 73391 19
v 73392 20
v 73393 4871
v 73394 77
v 73395 4873
v 73396 43
v 73397 8
v 73398 63
v 73399 1217
v 73400 44
v 73401 25
v 73402 319
v 73403 48
v 73404 28
v 73405 184
v 73406 184
v 73407 65
v 73408 4836
v 73409 0
v 73410 1
v 73411 107
v 73412 134
v 73413 5
v 73414 5
v 73415 195
v 73416 7
v 73417 8
v 73418 9
v 73419 70
v 73420 4874
v 73421 13
v 73422 14
v 73423 60
v 73424 16
v 73425 4875
v 73426 19
v 73427 20
v 73428 4874
v 73429 2899
v 73430 3867
v 73431 22
v 73432 8
v 73433 63
v 73434 1217
v 73435 44
v 73436 5
v 73437 25
v 73438 64
v 73439 48
v 73440 28
v 73441 65
v 73442 185
v 73443 29
v 73444 444
v 73445 4836
v 73446 0
v 73447 1
v 73448 2
v 73449 3
v 73450 134
v 73451 164
v 73452 5
v 73453 5
v 73454 745
v 73455 55
v 73456 7
v 73457 8
v 73458 9
v 73459 4532
v 73460 234
v 73461 4876
v 73462 13
v 73463 14
v 73464 60
v 73465 73
v 73466 4877
v 73467 19
v 73468 20
v 73469 4876
v 73470 451
v 73471 3839
v 73472 22
v 73473 5
v 73474 5
v 73475 8
v 73476 63
v 73477 1217
v 73478 24
v 73479 5
v 73480 25
v 73481 64
v 73482 28
v 73483 65
v 73484 105
v 73485 162
v 73486 66
v 73487 4836
v 73488 0
v 73489 1
v 73490 107
v 73491 5
v 73492 5
v 73493 195
v 73494 7
v 73495 8
v 73496 9
v 73497 234
v 73498 3377
v 73499 13
v 73500 14
v 73501 60
v 73502 73
v 73503 4878
v 73504 19
v 73505 20
v 73506 3377
v 73507 318
v 73508 3930
v 73509 43
v 73510 8
v 73511 63
v 73512 1217
v 73513 44
v 73514 25
v 73515 64
v 73516 48
v 73517 758
v 73518 28
v 73519 105
v 73520 105
v 73521 216
v 73522 162
v 73523 225
v 73524 4879
v 73525 4836
v 73526 0
v 73527 1
v 73528 80
v 73529 107
v 73530 5
v 73531 5
v 73532 289
v 73533 347
v 73534 7
v 73535 8
v 73536 9
v 73537 4532
v 73538 57
v 73539 2525
v 73540 13
v 73541 14
v 73542 72
v 73543 16
v 73544 4880
v 73545 19
v 73546 76
v 73547 2525
v 73548 183
v 73549 4002
v 73550 22
v 73551 51
v 73552 23
v 73553 1217
v 73554 44
v 73555 5
v 73556 25
v 73557 64
v 73558 48
v 73559 28
v 73560 292
v 73561 292
v 73562 30
v 73563 31
v 73564 292
v 73565 49
v 73566 821
v 73567 3716
v 73568 2240
v 73569 4836
v 73570 0
v 73571 1
v 73572 107
v 73573 134
v 73574 5
v 73575 5
v 73576 195
v 73577 295
v 73578 7
v 73579 8
v 73580 9
v 73581 4532
v 73582 57
v 73583 4881
v 73584 13
v 73585 14
v 73586 60
v 73587 308
v 73588 16
v 73589 17
v 73590 4882
v 73591 19
v 73592 20
v 73593 4881
v 73594 335
v 73595 3839
v 73596 4275
v 73597 43
v 73598 8
v 73599 63
v 73600 1217
v 73601 24
v 73602 25
v 73603 64
v 73604 48
v 73605 28
v 73606 29
v 73607 29
v 73608 65
v 73609 194
v 73610 1071
v 73611 4883
v 73612 4836
v 73613 0
v 73614 1
v 73615 53
v 73616 3
v 73617 134
v 73618 5
v 73619 5
v 73620 69
v 73621 55
v 73622 7
v 73623 56
v 73624 829
v 73625 8
v 73626 9
v 73627 4532
v 73628 70
v 73629 2893
v 73630 13
v 73631 4884
v 73632 76
v 73633 2893
v 73634 1296
v 73635 4177
v 73636 51
v 73637 63
v 73638 1217
v 73639 44
v 73640 5
v 73641 25
v 73642 64
v 73643 28
v 73644 30
v 73645 3771
v 73646 0
v 73647 1
v 73648 80
v 73649 3
v 73650 36
v 73651 438
v 73652 438
v 73653 38
v 73654 295
v 73655 7
v 73656 8
v 73657 9
v 73658 70
v 73659 2215
v 73660 13
v 73661 14
v 73662 4885
v 73663 73
v 73664 4886
v 73665 19
v 73666 20
v 73667 1640
v 73668 151
v 73669 3879
v 73670 43
v 73671 8
v 73672 23
v 73673 1217
v 73674 44
v 73675 167
v 73676 25
v 73677 129
v 73678 144
v 73679 48
v 73680 452
v 73681 28
v 73682 152
v 73683 152
v 73684 30
v 73685 225
v 73686 910
v 73687 911
v 73688 4836
v 73689 0
v 73690 1
v 73691 53
v 73692 3
v 73693 134
v 73694 5
v 73695 5
v 73696 38
v 73697 55
v 73698 7
v 73699 8
v 73700 9
v 73701 70
v 73702 3273
v 73703 13
v 73704 59
v 73705 14
v 73706 2098
v 73707 73
v 73708 4887
v 73709 75
v 73710 20
v 73711 3273
v 73712 198
v 73713 4867
v 73714 22
v 73715 8
v 73716 63
v 73717 1217
v 73718 113
v 73719 25
v 73720 255
v 73721 2025
v 73722 28
v 73723 30
v 73724 4836
v 73725 0
v 73726 1
v 73727 107
v 73728 5
v 73729 5
v 73730 195
v 73731 7
v 73732 8
v 73733 9
v 73734 4532
v 73735 57
v 73736 4888
v 73737 13
v 73738 14
v 73739 60
v 73740 73
v 73741 4889
v 73742 19
v 73743 20
v 73744 4888
v 73745 358
v 73746 3994
v 73747 213
v 73748 8
v 73749 249
v 73750 1921
v 73751 24
v 73752 25
v 73753 64
v 73754 48
v 73755 28
v 73756 184
v 73757 184
v 73758 65
v 73759 444
v 73760 419
v 73761 545
v 73762 4836
v 73763 0
v 73764 1
v 73765 107
v 73766 5
v 73767 5
v 73768 148
v 73769 6
v 73770 202
v 73771 7
v 73772 56
v 73773 8
v 73774 9
v 73775 57
v 73776 4706
v 73777 13
v 73778 14
v 73779 72
v 73780 16
v 73781 4890
v 73782 19
v 73783 20
v 73784 4706
v 73785 470
v 73786 3892
v 73787 43
v 73788 8
v 73789 63
v 73790 1217
v 73791 24
v 73792 25
v 73793 26
v 73794 48
v 73795 28
v 73796 49
v 73797 49
v 73798 65
v 73799 45
v 73800 426
v 73801 31
v 73802 4836
v 73803 0
v 73804 1
v 73805 107
v 73806 5
v 73807 5
v 73808 6
v 73809 37
v 73810 7
v 73811 8
v 73812 9
v 73813 57
v 73814 4891
v 73815 13
v 73816 14
v 73817 869
v 73818 16
v 73819 4892
v 73820 19
v 73821 20
v 73822 4891
v 73823 358
v 73824 3839
v 73825 8
v 73826 249
v 73827 1921
v 73828 44
v 73829 5
v 73830 25
v 73831 48
v 73832 28
v 73833 161
v 73834 161
v 73835 65
v 73836 199
v 73837 403
v 73838 2986
v 73839 4836
v 73840 0
v 73841 1
v 73842 107
v 73843 164
v 73844 54
v 73845 5
v 73846 5
v 73847 38
v 73848 148
v 73849 6
v 73850 347
v 73851 7
v 73852 8
v 73853 9
v 73854 70
v 73855 1388
v 73856 13
v 73857 59
v 73858 14
v 73859 72
v 73860 16
v 73861 17
v 73862 4893
v 73863 19
v 73864 76
v 73865 1388
v 73866 274
v 73867 4250
v 73868 126
v 73869 8
v 73870 63
v 73871 1217
v 73872 24
v 73873 5
v 73874 25
v 73875 47
v 73876 48
v 73877 28
v 73878 184
v 73879 184
v 73880 30
v 73881 398
v 73882 972
v 73883 135
v 73884 4836
v 73885 0
v 73886 1
v 73887 80
v 73888 107
v 73889 5
v 73890 5
v 73891 148
v 73892 6
v 73893 574
v 73894 347
v 73895 7
v 73896 51
v 73897 9
v 73898 57
v 73899 2006
v 73900 13
v 73901 14
v 73902 316
v 73903 16
v 73904 17
v 73905 4894
v 73906 19
v 73907 20
v 73908 2006
v 73909 173
v 73910 4595
v 73911 43
v 73912 8
v 73913 63
v 73914 1217
v 73915 24
v 73916 5
v 73917 25
v 73918 26
v 73919 48
v 73920 28
v 73921 649
v 73922 152
v 73923 65
v 73924 66
v 73925 51
v 73926 194
v 73927 157
v 73928 801
v 73929 4836
v 73930 0
v 73931 1
v 73932 107
v 73933 164
v 73934 5
v 73935 5
v 73936 148
v 73937 6
v 73938 38
v 73939 7
v 73940 8
v 73941 9
v 73942 120
v 73943 4895
v 73944 13
v 73945 14
v 73946 72
v 73947 16
v 73948 17
v 73949 4896
v 73950 19
v 73951 76
v 73952 4895
v 73953 310
v 73954 4167
v 73955 43
v 73956 51
v 73957 63
v 73958 1217
v 73959 24
v 73960 25
v 73961 47
v 73962 48
v 73963 28
v 73964 30
v 73965 3671
v 73966 4836
v 73967 0
v 73968 1
v 73969 80
v 73970 3
v 73971 5
v 73972 5
v 73973 148
v 73974 68
v 73975 7
v 73976 51
v 73977 9
v 73978 57
v 73979 1491
v 73980 13
v 73981 14
v 73982 316
v 73983 16
v 73984 17
v 73985 4897
v 73986 19
v 73987 76
v 73988 1491
v 73989 125
v 73990 3839
v 73991 22
v 73992 51
v 73993 23
v 73994 1217
v 73995 113
v 73996 25
v 73997 319
v 73998 48
v 73999 28
v 74000 152
v 74001 152
v 74002 30
v 74003 964
v 74004 3670
v 74005 4898
v 74006 4836
v 74007 0
v 74008 1
v 74009 107
v 74010 54
v 74011 5
v 74012 5
v 74013 195
v 74014 7
v 74015 8
v 74016 9
v 74017 57
v 74018 1928
v 74019 59
v 74020 13
v 74021 14
v 74022 72
v 74023 16
v 74024 4899
v 74025 19
v 74026 76
v 74027 1928
v 74028 267
v 74029 3839
v 74030 43
v 74031 8
v 74032 63
v 74033 1217
v 74034 24
v 74035 5
v 74036 25
v 74037 64
v 74038 48
v 74039 28
v 74040 184
v 74041 184
v 74042 30
v 74043 185
v 74044 906
v 74045 545
v 74046 4836
v 74047 0
v 74048 1
v 74049 107
v 74050 54
v 74051 5
v 74052 5
v 74053 148
v 74054 802
v 74055 7
v 74056 8
v 74057 9
v 74058 234
v 74059 1925
v 74060 59
v 74061 13
v 74062 14
v 74063 60
v 74064 16
v 74065 4900
v 74066 75
v 74067 76
v 74068 1925
v 74069 125
v 74070 3839
v 74071 43
v 74072 8
v 74073 63
v 74074 1217
v 74075 113
v 74076 5
v 74077 25
v 74078 808
v 74079 48
v 74080 28
v 74081 30
v 74082 161
v 74083 67
v 74084 545
v 74085 4836
v 74086 0
v 74087 1
v 74088 107
v 74089 134
v 74090 5
v 74091 5
v 74092 195
v 74093 202
v 74094 7
v 74095 8
v 74096 9
v 74097 57
v 74098 2982
v 74099 13
v 74100 14
v 74101 60
v 74102 308
v 74103 73
v 74104 4901
v 74105 19
v 74106 20
v 74107 2982
v 74108 77
v 74109 3839
v 74110 43
v 74111 8
v 74112 23
v 74113 1217
v 74114 3835
v 74115 44
v 74116 5
v 74117 25
v 74118 144
v 74119 48
v 74120 28
v 74121 649
v 74122 649
v 74123 65
v 74124 67
v 74125 45
v 74126 398
v 74127 4716
v 74128 0
v 74129 1
v 74130 107
v 74131 54
v 74132 5
v 74133 5
v 74134 148
v 74135 6
v 74136 104
v 74137 7
v 74138 56
v 74139 8
v 74140 9
v 74141 70
v 74142 4902
v 74143 13
v 74144 59
v 74145 14
v 74146 72
v 74147 86
v 74148 4903
v 74149 19
v 74150 76
v 74151 4902
v 74152 603
v 74153 4904
v 74154 43
v 74155 8
v 74156 63
v 74157 1217
v 74158 113
v 74159 5
v 74160 25
v 74161 47
v 74162 48
v 74163 28
v 74164 152
v 74165 152
v 74166 30
v 74167 2647
v 74168 238
v 74169 2450
v 74170 4836
v 74171 0
v 74172 1
v 74173 107
v 74174 108
v 74175 386
v 74176 386
v 74177 55
v 74178 7
v 74179 8
v 74180 921
v 74181 57
v 74182 14
v 74183 16
v 74184 4905
v 74185 19
v 74186 20
v 74187 1227
v 74188 62
v 74189 4906
v 74190 248
v 74191 8
v 74192 249
v 74193 1217
v 74194 24
v 74195 45
v 74196 25
v 74197 365
v 74198 48
v 74199 28
v 74200 250
v 74201 133
v 74202 403
v 74203 1142
v 74204 4836
v 74205 0
v 74206 1
v 74207 80
v 74208 3
v 74209 164
v 74210 5
v 74211 5
v 74212 148
v 74213 6
v 74214 55
v 74215 7
v 74216 56
v 74217 829
v 74218 51
v 74219 9
v 74220 57
v 74221 4907
v 74222 13
v 74223 14
v 74224 15
v 74225 16
v 74226 4908
v 74227 19
v 74228 20
v 74229 4907
v 74230 151
v 74231 3879
v 74232 22
v 74233 8
v 74234 23
v 74235 1217
v 74236 113
v 74237 5
v 74238 25
v 74239 47
v 74240 48
v 74241 28
v 74242 30
v 74243 162
v 74244 398
v 74245 185
v 74246 4836
v 74247 0
v 74248 1
v 74249 107
v 74250 134
v 74251 5
v 74252 5
v 74253 195
v 74254 7
v 74255 8
